method,task_id,seed,team_reward,receiver_1_reward,receiver_2_reward,receiver_3_reward,receiver_1_injected,receiver_2_injected,receiver_3_injected,receiver_1_positive,receiver_2_positive,receiver_3_positive,receiver_1_negative,receiver_2_negative,receiver_3_negative,receiver_disagreement_std,runtime_seconds
no_memory,41,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,41,0,0.3333333333333333,0.0,1.0,0.0,6,6,6,0,0,0,1,0,1,0.0,0.0
retrieval,41,0,0.3333333333333333,0.0,1.0,0.0,3,3,3,0,0,0,1,0,1,0.0,0.0
smtr_uniform,41,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0001
smtr_receiver,41,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,41,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,41,1,3.0,4.0,1.0,4.0,5,5,5,4,1,4,0,0,0,0.0,0.0
retrieval,41,1,2.3333333333333335,3.0,1.0,3.0,3,3,3,3,1,3,0,0,0,0.0,0.0
smtr_uniform,41,1,2.3333333333333335,3.0,1.0,3.0,3,3,3,3,1,3,0,0,0,0.0,0.0001
smtr_receiver,41,1,2.3333333333333335,3.0,1.0,3.0,3,1,3,3,1,3,0,0,0,0.9428090415820634,0.0
no_memory,41,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,41,2,1.0,1.0,1.0,1.0,5,5,5,0,0,0,0,0,0,0.0,0.0
retrieval,41,2,1.0,1.0,1.0,1.0,3,3,3,0,0,0,0,0,0,0.0,0.0
smtr_uniform,41,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0001
smtr_receiver,41,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,42,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,42,0,0.6666666666666666,1.0,0.0,1.0,5,5,5,0,0,0,0,1,0,0.0,0.0
retrieval,42,0,0.6666666666666666,1.0,0.0,1.0,3,3,3,0,0,0,0,1,0,0.0,0.0
smtr_uniform,42,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0001
smtr_receiver,42,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,42,1,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,42,1,0.0,0.0,0.0,0.0,6,6,6,0,0,0,1,1,1,0.0,0.0
retrieval,42,1,0.6666666666666666,1.0,0.0,1.0,3,3,3,0,0,0,0,1,0,0.0,0.0
smtr_uniform,42,1,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0001
smtr_receiver,42,1,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,42,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,42,2,0.6666666666666666,1.0,0.0,1.0,5,5,5,0,0,0,0,1,0,0.0,0.0
retrieval,42,2,0.6666666666666666,1.0,0.0,1.0,3,3,3,0,0,0,0,1,0,0.0,0.0
smtr_uniform,42,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0001
smtr_receiver,42,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,48,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,48,0,0.0,1.0,-1.0,0.0,5,5,5,0,0,0,0,2,1,0.0,0.0
retrieval,48,0,0.3333333333333333,1.0,0.0,0.0,3,3,3,0,0,0,0,1,1,0.0,0.0
smtr_uniform,48,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0001
smtr_receiver,48,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,48,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,48,2,0.0,1.0,-1.0,0.0,5,5,5,0,0,0,0,2,1,0.0,0.0
retrieval,48,2,0.3333333333333333,1.0,0.0,0.0,3,3,3,0,0,0,0,1,1,0.0,0.0
smtr_uniform,48,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0001
smtr_receiver,48,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,51,0,0.05555555555555555,0.0,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,51,0,0.055555555555555546,0.0,1.0,-0.8333333333333334,6,6,6,0,1,0,0,0,1,0.0,0.0
retrieval,51,0,0.05555555555555555,0.0,0.0,0.16666666666666666,3,3,3,0,0,0,0,0,0,0.0,0.0
smtr_uniform,51,0,0.3888888888888889,0.0,1.0,0.16666666666666666,1,1,1,0,1,0,0,0,0,0.0,0.0001
smtr_receiver,51,0,0.3888888888888889,0.0,1.0,0.16666666666666666,0,1,0,0,1,0,0,0,0,0.4714045207910317,0.0
no_memory,51,1,0.05555555555555555,0.0,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,51,1,0.055555555555555546,0.0,1.0,-0.8333333333333334,6,6,6,0,1,0,0,0,1,0.0,0.0
retrieval,51,1,0.05555555555555555,0.0,0.0,0.16666666666666666,3,3,3,0,0,0,0,0,0,0.0,0.0
smtr_uniform,51,1,0.3888888888888889,0.0,1.0,0.16666666666666666,1,1,1,0,1,0,0,0,0,0.0,0.0001
smtr_receiver,51,1,0.3888888888888889,0.0,1.0,0.16666666666666666,0,1,0,0,1,0,0,0,0,0.4714045207910317,0.0
no_memory,51,2,0.08333333333333333,0.0,0.0,0.25,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,51,2,0.75,1.0,1.0,0.25,4,4,4,1,1,1,0,0,1,0.0,0.0
retrieval,51,2,0.4166666666666667,1.0,0.0,0.25,3,3,3,1,0,1,0,0,1,0.0,0.0
smtr_uniform,51,2,1.0833333333333333,1.0,1.0,1.25,2,2,2,1,1,1,0,0,0,0.0,0.0
smtr_receiver,51,2,1.0833333333333333,1.0,1.0,1.25,1,1,1,1,1,1,0,0,0,0.0,0.0
no_memory,57,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,57,0,0.3333333333333333,0.0,0.0,1.0,6,6,6,0,0,1,0,0,0,0.0,0.0
retrieval,57,0,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0,0,0,0.0,0.0
smtr_uniform,57,0,0.3333333333333333,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,0.0,0.0001
smtr_receiver,57,0,0.3333333333333333,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0.4714045207910317,0.0
no_memory,57,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,57,1,0.3333333333333333,0.0,0.0,1.0,6,6,6,0,0,1,0,0,0,0.0,0.0
retrieval,57,1,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0,0,0,0.0,0.0
smtr_uniform,57,1,0.3333333333333333,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,0.0,0.0001
smtr_receiver,57,1,0.3333333333333333,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0.4714045207910317,0.0
no_memory,57,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,57,2,0.3333333333333333,0.0,0.0,1.0,6,6,6,0,0,1,0,0,0,0.0,0.0
retrieval,57,2,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0,0,0,0.0,0.0
smtr_uniform,57,2,0.3333333333333333,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,0.0,0.0001
smtr_receiver,57,2,0.3333333333333333,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0.4714045207910317,0.0
no_memory,60,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,60,0,-1.0,-1.0,-1.0,-1.0,6,6,6,0,0,0,2,2,2,0.0,0.0
retrieval,60,0,0.0,0.0,0.0,0.0,3,3,3,0,0,0,1,1,1,0.0,0.0
smtr_uniform,60,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0001
smtr_receiver,60,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,60,1,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,60,1,1.0,1.0,1.0,1.0,6,6,6,0,0,0,0,0,0,0.0,0.0
retrieval,60,1,1.0,1.0,1.0,1.0,3,3,3,0,0,0,0,0,0,0.0,0.0
smtr_uniform,60,1,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0001
smtr_receiver,60,1,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,60,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,60,2,-3.0,-3.0,-3.0,-3.0,6,6,6,0,0,0,4,4,4,0.0,0.0
retrieval,60,2,0.0,0.0,0.0,0.0,3,3,3,0,0,0,1,1,1,0.0,0.0
smtr_uniform,60,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0001
smtr_receiver,60,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,61,0,0.06666666666666667,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,61,0,-0.26666666666666666,0.0,-0.8,0.0,5,5,5,0,0,0,0,1,0,0.0,0.0
retrieval,61,0,-0.26666666666666666,0.0,-0.8,0.0,3,3,3,0,0,0,0,1,0,0.0,0.0
smtr_uniform,61,0,0.06666666666666667,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0001
smtr_receiver,61,0,0.06666666666666667,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,61,1,0.05555555555555555,0.0,0.16666666666666666,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,61,1,0.055555555555555546,0.0,-0.8333333333333334,1.0,6,6,6,0,0,1,0,1,0,0.0,0.0
retrieval,61,1,-0.2777777777777778,0.0,-0.8333333333333334,0.0,3,3,3,0,0,0,0,1,0,0.0,0.0
smtr_uniform,61,1,0.3888888888888889,0.0,0.16666666666666666,1.0,1,1,1,0,0,1,0,0,0,0.0,0.0001
smtr_receiver,61,1,0.3888888888888889,0.0,0.16666666666666666,1.0,0,0,1,0,0,1,0,0,0,0.4714045207910317,0.0
no_memory,61,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,61,2,0.3333333333333333,0.0,0.0,1.0,5,5,5,0,0,1,0,0,0,0.0,0.0
retrieval,61,2,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0,0,0,0.0,0.0
smtr_uniform,61,2,0.3333333333333333,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,0.0,0.0001
smtr_receiver,61,2,0.3333333333333333,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0.4714045207910317,0.0
no_memory,63,0,0.05555555555555555,0.0,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,63,0,0.055555555555555546,0.0,1.0,-0.8333333333333334,6,6,6,0,1,0,0,0,1,0.0,0.0
retrieval,63,0,0.055555555555555546,0.0,1.0,-0.8333333333333334,3,3,3,0,1,0,0,0,1,0.0,0.0
smtr_uniform,63,0,0.3888888888888889,0.0,1.0,0.16666666666666666,1,1,1,0,1,0,0,0,0,0.0,0.0001
smtr_receiver,63,0,0.3888888888888889,0.0,1.0,0.16666666666666666,0,1,0,0,1,0,0,0,0,0.4714045207910317,0.0
no_memory,63,1,0.05555555555555555,0.0,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,63,1,0.055555555555555546,0.0,1.0,-0.8333333333333334,6,6,6,0,1,0,0,0,1,0.0,0.0
retrieval,63,1,0.055555555555555546,0.0,1.0,-0.8333333333333334,3,3,3,0,1,0,0,0,1,0.0,0.0
smtr_uniform,63,1,0.3888888888888889,0.0,1.0,0.16666666666666666,1,1,1,0,1,0,0,0,0,0.0,0.0001
smtr_receiver,63,1,0.3888888888888889,0.0,1.0,0.16666666666666666,0,1,0,0,1,0,0,0,0,0.4714045207910317,0.0
no_memory,63,2,0.05555555555555555,0.0,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,63,2,0.055555555555555546,0.0,1.0,-0.8333333333333334,6,6,6,0,1,0,0,0,1,0.0,0.0
retrieval,63,2,0.055555555555555546,0.0,1.0,-0.8333333333333334,3,3,3,0,1,0,0,0,1,0.0,0.0
smtr_uniform,63,2,0.3888888888888889,0.0,1.0,0.16666666666666666,1,1,1,0,1,0,0,0,0,0.0,0.0001
smtr_receiver,63,2,0.3888888888888889,0.0,1.0,0.16666666666666666,0,1,0,0,1,0,0,0,0,0.4714045207910317,0.0
no_memory,64,0,0.05555555555555555,0.0,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,64,0,0.7222222222222223,0.0,1.0,1.1666666666666667,6,6,6,0,1,2,0,0,1,0.0,0.0
retrieval,64,0,0.3888888888888889,0.0,0.0,1.1666666666666667,3,3,3,0,0,1,0,0,0,0.0,0.0
smtr_uniform,64,0,0.7222222222222222,0.0,0.0,2.1666666666666665,2,2,2,0,0,2,0,0,0,0.0,0.0001
smtr_receiver,64,0,1.0555555555555556,0.0,1.0,2.1666666666666665,0,1,2,0,1,2,0,0,0,0.816496580927726,0.0
no_memory,64,2,0.05555555555555555,0.0,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,64,2,0.7222222222222223,0.0,1.0,1.1666666666666667,6,6,6,0,1,2,0,0,1,0.0,0.0
retrieval,64,2,0.3888888888888889,0.0,0.0,1.1666666666666667,3,3,3,0,0,1,0,0,0,0.0,0.0
smtr_uniform,64,2,0.7222222222222222,0.0,0.0,2.1666666666666665,2,2,2,0,0,2,0,0,0,0.0,0.0001
smtr_receiver,64,2,1.0555555555555556,0.0,1.0,2.1666666666666665,0,1,2,0,1,2,0,0,0,0.816496580927726,0.0
no_memory,65,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,65,0,-0.6666666666666666,0.0,-1.0,-1.0,2,2,2,0,0,0,1,2,2,0.0,0.0
retrieval,65,0,-0.6666666666666666,0.0,-1.0,-1.0,2,2,2,0,0,0,1,2,2,0.0,0.0
smtr_uniform,65,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
smtr_receiver,65,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,65,1,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,65,1,0.3333333333333333,1.0,0.0,0.0,1,1,1,0,0,0,0,1,1,0.0,0.0
retrieval,65,1,0.3333333333333333,1.0,0.0,0.0,1,1,1,0,0,0,0,1,1,0.0,0.0
smtr_uniform,65,1,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
smtr_receiver,65,1,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,65,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,65,2,0.3333333333333333,1.0,0.0,0.0,2,2,2,0,0,0,0,1,1,0.0,0.0
retrieval,65,2,0.3333333333333333,1.0,0.0,0.0,2,2,2,0,0,0,0,1,1,0.0,0.0
smtr_uniform,65,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
smtr_receiver,65,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,68,0,0.06666666666666667,0.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,68,0,0.39999999999999997,0.0,2.0,-0.8,5,5,5,0,2,0,0,0,1,0.0,0.0
retrieval,68,0,0.06666666666666665,0.0,1.0,-0.8,3,3,3,0,1,0,0,0,1,0.0,0.0
smtr_uniform,68,0,0.39999999999999997,0.0,1.0,0.2,1,1,1,0,1,0,0,0,0,0.0,0.0001
smtr_receiver,68,0,0.7333333333333334,0.0,2.0,0.2,0,2,0,0,2,0,0,0,0,0.9428090415820634,0.0
no_memory,68,1,0.1111111111111111,0.0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,68,1,0.11111111111111109,0.0,2.0,-1.6666666666666667,6,6,6,0,2,0,0,0,2,0.0,0.0
retrieval,68,1,0.11111111111111109,0.0,1.0,-0.6666666666666667,3,3,3,0,1,0,0,0,1,0.0,0.0
smtr_uniform,68,1,0.4444444444444444,0.0,1.0,0.3333333333333333,1,1,1,0,1,0,0,0,0,0.0,0.0001
smtr_receiver,68,1,0.7777777777777778,0.0,2.0,0.3333333333333333,0,2,0,0,2,0,0,0,0,0.9428090415820634,0.0
no_memory,68,2,0.1111111111111111,0.0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,68,2,0.11111111111111109,0.0,2.0,-1.6666666666666667,6,6,6,0,2,0,0,0,2,0.0,0.0
retrieval,68,2,0.11111111111111109,0.0,1.0,-0.6666666666666667,3,3,3,0,1,0,0,0,1,0.0,0.0
smtr_uniform,68,2,0.4444444444444444,0.0,1.0,0.3333333333333333,1,1,1,0,1,0,0,0,0,0.0,0.0001
smtr_receiver,68,2,0.7777777777777778,0.0,2.0,0.3333333333333333,0,2,0,0,2,0,0,0,0,0.9428090415820634,0.0
no_memory,69,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,69,0,-2.0,-2.0,-2.0,-2.0,6,6,6,0,0,0,3,3,3,0.0,0.0
retrieval,69,0,0.3333333333333333,1.0,0.0,0.0,3,3,3,0,0,0,0,1,1,0.0,0.0
smtr_uniform,69,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0001
smtr_receiver,69,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,69,1,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,69,1,-3.3333333333333335,-4.0,-4.0,-2.0,6,6,6,0,0,0,5,5,3,0.0,0.0
retrieval,69,1,-1.0,-1.0,-2.0,0.0,3,3,3,0,0,0,2,3,1,0.0,0.0
smtr_uniform,69,1,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0001
smtr_receiver,69,1,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,69,2,0.05555555555555555,0.0,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,69,2,3.388888888888889,4.0,4.0,2.1666666666666665,6,6,6,4,4,3,0,0,1,0.0,0.0
retrieval,69,2,1.7222222222222223,2.0,2.0,1.1666666666666667,3,3,3,2,2,2,0,0,1,0.0,0.0
smtr_uniform,69,2,3.0555555555555554,3.0,3.0,3.1666666666666665,3,3,3,3,3,3,0,0,0,0.0,0.0001
smtr_receiver,69,2,3.0555555555555554,3.0,3.0,3.1666666666666665,3,3,3,3,3,3,0,0,0,0.0,0.0
no_memory,70,0,0.06666666666666667,0.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,70,0,0.06666666666666665,0.0,1.0,-0.8,5,5,5,0,1,0,0,0,1,0.0,0.0
retrieval,70,0,0.39999999999999997,0.0,1.0,0.2,3,3,3,0,1,0,0,0,0,0.0,0.0
smtr_uniform,70,0,0.39999999999999997,0.0,1.0,0.2,1,1,1,0,1,0,0,0,0,0.0,0.0001
smtr_receiver,70,0,0.39999999999999997,0.0,1.0,0.2,0,1,0,0,1,0,0,0,0,0.4714045207910317,0.0
no_memory,70,1,0.05555555555555555,0.0,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,70,1,0.38888888888888884,0.0,2.0,-0.8333333333333334,6,6,6,0,2,0,0,0,1,0.0,0.0
retrieval,70,1,0.7222222222222222,0.0,2.0,0.16666666666666666,3,3,3,0,2,0,0,0,0,0.0,0.0
smtr_uniform,70,1,0.7222222222222222,0.0,2.0,0.16666666666666666,2,2,2,0,2,0,0,0,0,0.0,0.0001
smtr_receiver,70,1,0.7222222222222222,0.0,2.0,0.16666666666666666,0,2,0,0,2,0,0,0,0,0.9428090415820634,0.0
no_memory,72,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,72,0,0.6666666666666666,1.0,0.0,1.0,4,4,4,0,0,0,0,1,0,0.0,0.0
retrieval,72,0,0.6666666666666666,1.0,0.0,1.0,3,3,3,0,0,0,0,1,0,0.0,0.0
smtr_uniform,72,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
smtr_receiver,72,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,72,1,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,72,1,1.0,1.0,1.0,1.0,2,2,2,0,0,0,0,0,0,0.0,0.0
retrieval,72,1,1.0,1.0,1.0,1.0,2,2,2,0,0,0,0,0,0,0.0,0.0
smtr_uniform,72,1,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
smtr_receiver,72,1,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,72,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,72,2,1.0,1.0,1.0,1.0,2,2,2,0,0,0,0,0,0,0.0,0.0
retrieval,72,2,1.0,1.0,1.0,1.0,2,2,2,0,0,0,0,0,0,0.0,0.0
smtr_uniform,72,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
smtr_receiver,72,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,73,1,0.1111111111111111,0.0,0.3333333333333333,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,73,1,0.4444444444444444,0.0,0.3333333333333333,1.0,3,3,3,0,1,1,0,1,0,0.0,0.0
retrieval,73,1,0.4444444444444444,0.0,0.3333333333333333,1.0,3,3,3,0,1,1,0,1,0,0.0,0.0
smtr_uniform,73,1,0.7777777777777777,0.0,1.3333333333333333,1.0,1,1,1,0,1,1,0,0,0,0.0,0.0
smtr_receiver,73,1,0.7777777777777777,0.0,1.3333333333333333,1.0,0,1,1,0,1,1,0,0,0,0.4714045207910317,0.0
no_memory,73,2,0.1111111111111111,0.0,0.3333333333333333,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,73,2,0.4444444444444444,0.0,0.3333333333333333,1.0,3,3,3,0,1,1,0,1,0,0.0,0.0
retrieval,73,2,0.4444444444444444,0.0,0.3333333333333333,1.0,3,3,3,0,1,1,0,1,0,0.0,0.0
smtr_uniform,73,2,0.7777777777777777,0.0,1.3333333333333333,1.0,1,1,1,0,1,1,0,0,0,0.0,0.0
smtr_receiver,73,2,0.7777777777777777,0.0,1.3333333333333333,1.0,0,1,1,0,1,1,0,0,0,0.4714045207910317,0.0
no_memory,75,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,75,0,0.3333333333333333,0.0,1.0,0.0,4,4,4,0,1,0,0,0,0,0.0,0.0
retrieval,75,0,0.3333333333333333,0.0,1.0,0.0,3,3,3,0,1,0,0,0,0,0.0,0.0
smtr_uniform,75,0,0.3333333333333333,0.0,1.0,0.0,1,1,1,0,1,0,0,0,0,0.0,0.0
smtr_receiver,75,0,0.3333333333333333,0.0,1.0,0.0,0,1,0,0,1,0,0,0,0,0.4714045207910317,0.0
no_memory,75,1,0.2222222222222222,0.0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,75,1,-0.11111111111111115,0.0,0.3333333333333333,-0.6666666666666667,3,3,3,0,1,0,0,1,1,0.0,0.0
retrieval,75,1,-0.11111111111111115,0.0,0.3333333333333333,-0.6666666666666667,3,3,3,0,1,0,0,1,1,0.0,0.0
smtr_uniform,75,1,0.5555555555555555,0.0,1.3333333333333333,0.3333333333333333,1,1,1,0,1,0,0,0,0,0.0,0.0
smtr_receiver,75,1,0.5555555555555555,0.0,1.3333333333333333,0.3333333333333333,0,1,0,0,1,0,0,0,0,0.4714045207910317,0.0
no_memory,75,2,0.6666666666666666,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,75,2,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1,1,0.0,0.0
retrieval,75,2,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1,1,0.0,0.0
smtr_uniform,75,2,0.6666666666666666,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
smtr_receiver,75,2,0.6666666666666666,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,76,1,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,76,1,0.3333333333333333,1.0,0.0,0.0,1,1,1,0,0,0,0,1,1,0.0,0.0
retrieval,76,1,0.3333333333333333,1.0,0.0,0.0,1,1,1,0,0,0,0,1,1,0.0,0.0
smtr_uniform,76,1,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
smtr_receiver,76,1,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,77,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,77,0,0.3333333333333333,0.0,0.0,1.0,2,2,2,0,0,1,0,0,0,0.0,0.0
retrieval,77,0,0.3333333333333333,0.0,0.0,1.0,2,2,2,0,0,1,0,0,0,0.0,0.0
smtr_uniform,77,0,0.3333333333333333,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,0.0,0.0
smtr_receiver,77,0,0.3333333333333333,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0.4714045207910317,0.0
no_memory,77,2,0.06666666666666667,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,77,2,0.39999999999999997,0.0,-0.8,2.0,5,5,5,0,0,2,0,1,0,0.0,0.0
retrieval,77,2,0.39999999999999997,0.0,-0.8,2.0,3,3,3,0,0,2,0,1,0,0.0,0.0
smtr_uniform,77,2,0.39999999999999997,0.0,0.2,1.0,1,1,1,0,0,1,0,0,0,0.0,0.0001
smtr_receiver,77,2,0.7333333333333334,0.0,0.2,2.0,0,0,2,0,0,2,0,0,0,0.9428090415820634,0.0
no_memory,79,0,0.2222222222222222,0.0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,79,0,-0.4444444444444445,0.0,-0.6666666666666667,-0.6666666666666667,3,3,3,0,0,0,0,1,1,0.0,0.0
retrieval,79,0,-0.4444444444444445,0.0,-0.6666666666666667,-0.6666666666666667,3,3,3,0,0,0,0,1,1,0.0,0.0
