method,task_id,receiver_id,seed,n_candidates,n_injected,n_positive,n_harmful,n_neutral,total_tau,withhold_reward,method_reward
reflexion,34,agent1,1,6,3,0,0,3,0.0,0.0,0.0
reflexion,34,agent1,2,5,3,2,0,1,2.0,0.0,2.0
reflexion,36,agent1,0,5,3,0,0,3,0.0,1.0,1.0
reflexion,36,agent1,1,5,3,0,0,3,0.0,1.0,1.0
reflexion,36,agent1,2,3,3,0,0,3,0.0,1.0,1.0
reflexion,37,agent1,0,6,3,0,1,2,-1.0,1.0,0.0
reflexion,37,agent1,1,4,3,0,1,2,-1.0,1.0,0.0
reflexion,37,agent1,2,5,3,0,1,2,-1.0,1.0,0.0
reflexion,41,agent1,0,6,3,0,1,2,-1.0,1.0,0.0
reflexion,41,agent1,1,5,3,3,0,0,3.0,0.0,3.0
reflexion,41,agent1,2,5,3,0,0,3,0.0,1.0,1.0
reflexion,42,agent1,0,5,3,0,0,3,0.0,1.0,1.0
reflexion,42,agent1,1,6,3,0,0,3,0.0,1.0,1.0
reflexion,42,agent1,2,5,3,0,0,3,0.0,1.0,1.0
reflexion,48,agent1,0,5,3,0,0,3,0.0,1.0,1.0
reflexion,48,agent1,2,5,3,0,0,3,0.0,1.0,1.0
reflexion,51,agent1,0,6,3,0,0,3,0.0,0.0,0.0
reflexion,51,agent1,1,6,3,0,0,3,0.0,0.0,0.0
reflexion,51,agent1,2,4,3,1,0,2,1.0,0.0,1.0
reflexion,57,agent1,0,6,3,0,0,3,0.0,0.0,0.0
reflexion,57,agent1,1,6,3,0,0,3,0.0,0.0,0.0
reflexion,57,agent1,2,6,3,0,0,3,0.0,0.0,0.0
reflexion,60,agent1,0,6,3,0,1,2,-1.0,1.0,0.0
reflexion,60,agent1,1,6,3,0,0,3,0.0,1.0,1.0
reflexion,60,agent1,2,6,3,0,1,2,-1.0,1.0,0.0
reflexion,61,agent1,0,5,3,0,0,3,0.0,0.0,0.0
reflexion,61,agent1,1,6,3,0,0,3,0.0,0.0,0.0
reflexion,61,agent1,2,5,3,0,0,3,0.0,0.0,0.0
reflexion,63,agent1,0,6,3,0,0,3,0.0,0.0,0.0
reflexion,63,agent1,1,6,3,0,0,3,0.0,0.0,0.0
reflexion,63,agent1,2,6,3,0,0,3,0.0,0.0,0.0
reflexion,64,agent1,0,6,3,0,0,3,0.0,0.0,0.0
reflexion,64,agent1,2,6,3,0,0,3,0.0,0.0,0.0
reflexion,65,agent1,0,2,2,0,1,1,-1.0,1.0,0.0
reflexion,65,agent1,1,1,1,0,0,1,0.0,1.0,1.0
reflexion,65,agent1,2,2,2,0,0,2,0.0,1.0,1.0
reflexion,68,agent1,0,5,3,0,0,3,0.0,0.0,0.0
reflexion,68,agent1,1,6,3,0,0,3,0.0,0.0,0.0
reflexion,68,agent1,2,6,3,0,0,3,0.0,0.0,0.0
reflexion,69,agent1,0,6,3,0,0,3,0.0,1.0,1.0
reflexion,69,agent1,1,6,3,0,2,1,-2.0,1.0,-1.0
reflexion,69,agent1,2,6,3,2,0,1,2.0,0.0,2.0
reflexion,70,agent1,0,5,3,0,0,3,0.0,0.0,0.0
reflexion,70,agent1,1,6,3,0,0,3,0.0,0.0,0.0
reflexion,72,agent1,0,4,3,0,0,3,0.0,1.0,1.0
reflexion,72,agent1,1,2,2,0,0,2,0.0,1.0,1.0
reflexion,72,agent1,2,2,2,0,0,2,0.0,1.0,1.0
reflexion,73,agent1,1,3,3,0,0,3,0.0,0.0,0.0
reflexion,73,agent1,2,3,3,0,0,3,0.0,0.0,0.0
reflexion,75,agent1,0,4,3,0,0,3,0.0,0.0,0.0
reflexion,75,agent1,1,3,3,0,0,3,0.0,0.0,0.0
reflexion,75,agent1,2,1,1,0,0,1,0.0,0.0,0.0
reflexion,76,agent1,1,1,1,0,0,1,0.0,1.0,1.0
reflexion,77,agent1,0,2,2,0,0,2,0.0,0.0,0.0
reflexion,77,agent1,2,5,3,0,0,3,0.0,0.0,0.0
reflexion,79,agent1,0,3,3,0,0,3,0.0,0.0,0.0
reflexion,79,agent1,2,6,3,0,0,3,0.0,0.0,0.0
reflexion,8,agent1,0,5,3,0,2,1,-2.0,1.0,-1.0
reflexion,80,agent1,0,4,3,0,0,3,0.0,0.0,0.0
reflexion,80,agent1,1,3,3,0,0,3,0.0,0.0,0.0
reflexion,80,agent1,2,4,3,0,0,3,0.0,0.0,0.0
reflexion,82,agent1,0,4,3,0,0,3,0.0,0.0,0.0
reflexion,82,agent1,1,5,3,0,0,3,0.0,0.0,0.0
reflexion,84,agent1,0,3,3,0,0,3,0.0,0.0,0.0
reflexion,84,agent1,1,3,3,0,0,3,0.0,0.0,0.0
reflexion,84,agent1,2,4,3,0,0,3,0.0,0.0,0.0
reflexion,85,agent1,0,6,3,0,0,3,0.0,0.0,0.0
reflexion,85,agent1,1,5,3,0,0,3,0.0,0.0,0.0
reflexion,87,agent1,0,4,3,0,0,3,0.0,0.0,0.0
reflexion,87,agent1,2,3,3,0,0,3,0.0,0.0,0.0
reflexion,88,agent1,1,4,3,0,0,3,0.0,0.0,0.0
reflexion,88,agent1,2,6,3,0,0,3,0.0,0.0,0.0
reflexion,89,agent1,1,6,3,0,0,3,0.0,0.0,0.0
reflexion,89,agent1,2,5,3,0,0,3,0.0,0.0,0.0
reflexion,9,agent1,0,4,3,3,0,0,3.0,0.0,3.0
reflexion,9,agent1,1,5,3,0,0,3,0.0,1.0,1.0
reflexion,9,agent1,2,5,3,0,1,2,-1.0,1.0,0.0
heuristic,10,agent1,0,4,3,2,0,1,2.0,0.0,2.0
heuristic,10,agent1,1,2,2,1,0,1,1.0,0.0,1.0
heuristic,10,agent1,2,2,2,1,0,1,1.0,0.0,1.0
heuristic,100,agent1,1,3,3,0,0,3,0.0,0.0,0.0
heuristic,100,agent1,2,3,3,0,0,3,0.0,0.0,0.0
heuristic,11,agent1,1,3,3,0,0,3,0.0,0.0,0.0
heuristic,11,agent1,2,5,3,0,0,3,0.0,0.0,0.0
heuristic,13,agent1,2,1,1,0,0,1,0.0,1.0,1.0
heuristic,16,agent1,0,5,3,0,0,3,0.0,1.0,1.0
heuristic,16,agent1,1,6,3,0,0,3,0.0,1.0,1.0
heuristic,17,agent1,0,4,3,0,0,3,0.0,0.0,0.0
heuristic,17,agent1,1,4,3,1,0,2,1.0,0.0,1.0
heuristic,19,agent1,0,5,3,0,2,1,-2.0,1.0,-1.0
heuristic,19,agent1,1,4,3,1,0,2,1.0,0.0,1.0
heuristic,19,agent1,2,2,2,0,0,2,0.0,0.0,0.0
heuristic,2,agent1,2,6,3,1,0,2,1.0,0.0,1.0
heuristic,21,agent1,0,1,1,0,0,1,0.0,0.0,0.0
heuristic,21,agent1,2,5,3,0,0,3,0.0,0.0,0.0
heuristic,22,agent1,0,4,3,0,0,3,0.0,1.0,1.0
heuristic,22,agent1,1,5,3,0,0,3,0.0,1.0,1.0
heuristic,23,agent1,0,4,3,1,0,2,1.0,0.0,1.0
heuristic,23,agent1,1,6,3,1,0,2,1.0,0.0,1.0
heuristic,23,agent1,2,5,3,1,0,2,1.0,0.0,1.0
heuristic,26,agent1,0,6,3,0,0,3,0.0,1.0,1.0
heuristic,26,agent1,1,6,3,0,0,3,0.0,1.0,1.0
heuristic,26,agent1,2,6,3,0,0,3,0.0,1.0,1.0
heuristic,27,agent1,0,5,3,0,0,3,0.0,1.0,1.0
heuristic,27,agent1,1,5,3,0,0,3,0.0,1.0,1.0
heuristic,27,agent1,2,4,3,0,0,3,0.0,1.0,1.0
heuristic,29,agent1,0,5,3,0,0,3,0.0,0.0,0.0
heuristic,29,agent1,1,6,3,0,0,3,0.0,0.0,0.0
heuristic,3,agent1,0,6,3,0,2,1,-2.0,1.0,-1.0
heuristic,3,agent1,1,5,3,1,0,2,1.0,0.0,1.0
heuristic,30,agent1,2,4,3,0,0,3,0.0,1.0,1.0
heuristic,31,agent1,1,5,3,0,0,3,0.0,0.0,0.0
heuristic,31,agent1,2,3,3,0,1,2,-1.0,1.0,0.0
heuristic,32,agent1,0,4,3,0,3,0,-3.0,1.0,-2.0
heuristic,32,agent1,1,5,3,1,0,2,1.0,0.0,1.0
heuristic,33,agent1,1,5,3,2,0,1,2.0,0.0,2.0
heuristic,33,agent1,2,6,3,0,0,3,0.0,0.0,0.0
heuristic,34,agent1,0,5,3,0,0,3,0.0,0.0,0.0
heuristic,34,agent1,1,6,3,0,0,3,0.0,0.0,0.0
heuristic,34,agent1,2,5,3,2,0,1,2.0,0.0,2.0
heuristic,36,agent1,0,5,3,0,0,3,0.0,1.0,1.0
heuristic,36,agent1,1,5,3,0,0,3,0.0,1.0,1.0
heuristic,36,agent1,2,3,3,0,0,3,0.0,1.0,1.0
heuristic,37,agent1,0,6,3,0,1,2,-1.0,1.0,0.0
heuristic,37,agent1,1,4,3,0,1,2,-1.0,1.0,0.0
heuristic,37,agent1,2,5,3,0,1,2,-1.0,1.0,0.0
heuristic,41,agent1,0,6,3,0,1,2,-1.0,1.0,0.0
heuristic,41,agent1,1,5,3,3,0,0,3.0,0.0,3.0
heuristic,41,agent1,2,5,3,0,0,3,0.0,1.0,1.0
heuristic,42,agent1,0,5,3,0,0,3,0.0,1.0,1.0
heuristic,42,agent1,1,6,3,0,0,3,0.0,1.0,1.0
heuristic,42,agent1,2,5,3,0,0,3,0.0,1.0,1.0
heuristic,48,agent1,0,5,3,0,0,3,0.0,1.0,1.0
heuristic,48,agent1,2,5,3,0,0,3,0.0,1.0,1.0
heuristic,51,agent1,0,6,3,0,0,3,0.0,0.0,0.0
heuristic,51,agent1,1,6,3,0,0,3,0.0,0.0,0.0
heuristic,51,agent1,2,4,3,1,0,2,1.0,0.0,1.0
heuristic,57,agent1,0,6,3,0,0,3,0.0,0.0,0.0
heuristic,57,agent1,1,6,3,0,0,3,0.0,0.0,0.0
heuristic,57,agent1,2,6,3,0,0,3,0.0,0.0,0.0
heuristic,60,agent1,0,6,3,0,1,2,-1.0,1.0,0.0
heuristic,60,agent1,1,6,3,0,0,3,0.0,1.0,1.0
heuristic,60,agent1,2,6,3,0,1,2,-1.0,1.0,0.0
heuristic,61,agent1,0,5,3,0,0,3,0.0,0.0,0.0
heuristic,61,agent1,1,6,3,0,0,3,0.0,0.0,0.0
heuristic,61,agent1,2,5,3,0,0,3,0.0,0.0,0.0
heuristic,63,agent1,0,6,3,0,0,3,0.0,0.0,0.0
heuristic,63,agent1,1,6,3,0,0,3,0.0,0.0,0.0
heuristic,63,agent1,2,6,3,0,0,3,0.0,0.0,0.0
heuristic,64,agent1,0,6,3,0,0,3,0.0,0.0,0.0
heuristic,64,agent1,2,6,3,0,0,3,0.0,0.0,0.0
heuristic,65,agent1,0,2,2,0,1,1,-1.0,1.0,0.0
heuristic,65,agent1,1,1,1,0,0,1,0.0,1.0,1.0
heuristic,65,agent1,2,2,2,0,0,2,0.0,1.0,1.0
heuristic,68,agent1,0,5,3,0,0,3,0.0,0.0,0.0
heuristic,68,agent1,1,6,3,0,0,3,0.0,0.0,0.0
heuristic,68,agent1,2,6,3,0,0,3,0.0,0.0,0.0
heuristic,69,agent1,0,6,3,0,0,3,0.0,1.0,1.0
heuristic,69,agent1,1,6,3,0,2,1,-2.0,1.0,-1.0
heuristic,69,agent1,2,6,3,2,0,1,2.0,0.0,2.0
heuristic,70,agent1,0,5,3,0,0,3,0.0,0.0,0.0
heuristic,70,agent1,1,6,3,0,0,3,0.0,0.0,0.0
heuristic,72,agent1,0,4,3,0,0,3,0.0,1.0,1.0
heuristic,72,agent1,1,2,2,0,0,2,0.0,1.0,1.0
heuristic,72,agent1,2,2,2,0,0,2,0.0,1.0,1.0
heuristic,73,agent1,1,3,3,0,0,3,0.0,0.0,0.0
heuristic,73,agent1,2,3,3,0,0,3,0.0,0.0,0.0
heuristic,75,agent1,0,4,3,0,0,3,0.0,0.0,0.0
heuristic,75,agent1,1,3,3,0,0,3,0.0,0.0,0.0
heuristic,75,agent1,2,1,1,0,0,1,0.0,0.0,0.0
heuristic,76,agent1,1,1,1,0,0,1,0.0,1.0,1.0
heuristic,77,agent1,0,2,2,0,0,2,0.0,0.0,0.0
heuristic,77,agent1,2,5,3,0,0,3,0.0,0.0,0.0
heuristic,79,agent1,0,3,3,0,0,3,0.0,0.0,0.0
heuristic,79,agent1,2,6,3,0,0,3,0.0,0.0,0.0
heuristic,8,agent1,0,5,3,0,2,1,-2.0,1.0,-1.0
heuristic,80,agent1,0,4,3,0,0,3,0.0,0.0,0.0
heuristic,80,agent1,1,3,3,0,0,3,0.0,0.0,0.0
heuristic,80,agent1,2,4,3,0,0,3,0.0,0.0,0.0
heuristic,82,agent1,0,4,3,0,0,3,0.0,0.0,0.0
heuristic,82,agent1,1,5,3,0,0,3,0.0,0.0,0.0
heuristic,84,agent1,0,3,3,0,0,3,0.0,0.0,0.0
heuristic,84,agent1,1,3,3,0,0,3,0.0,0.0,0.0
heuristic,84,agent1,2,4,3,0,0,3,0.0,0.0,0.0
heuristic,85,agent1,0,6,3,0,0,3,0.0,0.0,0.0
heuristic,85,agent1,1,5,3,0,0,3,0.0,0.0,0.0
heuristic,87,agent1,0,4,3,0,0,3,0.0,0.0,0.0
heuristic,87,agent1,2,3,3,0,0,3,0.0,0.0,0.0
heuristic,88,agent1,1,4,3,0,0,3,0.0,0.0,0.0
heuristic,88,agent1,2,6,3,0,0,3,0.0,0.0,0.0
heuristic,89,agent1,1,6,3,0,0,3,0.0,0.0,0.0
heuristic,89,agent1,2,5,3,0,0,3,0.0,0.0,0.0
heuristic,9,agent1,0,4,3,3,0,0,3.0,0.0,3.0
heuristic,9,agent1,1,5,3,0,0,3,0.0,1.0,1.0
heuristic,9,agent1,2,5,3,0,1,2,-1.0,1.0,0.0
agemem,10,agent1,0,4,3,2,0,1,2.0,0.0,2.0
agemem,10,agent1,1,2,2,1,0,1,1.0,0.0,1.0
agemem,10,agent1,2,2,2,1,0,1,1.0,0.0,1.0
agemem,100,agent1,1,3,3,0,0,3,0.0,0.0,0.0
agemem,100,agent1,2,3,3,0,0,3,0.0,0.0,0.0
agemem,11,agent1,1,3,3,0,0,3,0.0,0.0,0.0
agemem,11,agent1,2,5,3,0,0,3,0.0,0.0,0.0
agemem,13,agent1,2,1,1,0,0,1,0.0,1.0,1.0
agemem,16,agent1,0,5,3,0,0,3,0.0,1.0,1.0
agemem,16,agent1,1,6,3,0,0,3,0.0,1.0,1.0
agemem,17,agent1,0,4,3,0,0,3,0.0,0.0,0.0
agemem,17,agent1,1,4,3,1,0,2,1.0,0.0,1.0
agemem,19,agent1,0,5,3,0,2,1,-2.0,1.0,-1.0
agemem,19,agent1,1,4,3,1,0,2,1.0,0.0,1.0
agemem,19,agent1,2,2,2,0,0,2,0.0,0.0,0.0
agemem,2,agent1,2,6,3,1,0,2,1.0,0.0,1.0
agemem,21,agent1,0,1,1,0,0,1,0.0,0.0,0.0
agemem,21,agent1,2,5,3,1,0,2,1.0,0.0,1.0
agemem,22,agent1,0,4,3,0,0,3,0.0,1.0,1.0
agemem,22,agent1,1,5,3,0,0,3,0.0,1.0,1.0
agemem,23,agent1,0,4,3,1,0,2,1.0,0.0,1.0
agemem,23,agent1,1,6,3,1,0,2,1.0,0.0,1.0
agemem,23,agent1,2,5,3,1,0,2,1.0,0.0,1.0
agemem,26,agent1,0,6,3,0,0,3,0.0,1.0,1.0
agemem,26,agent1,1,6,3,0,0,3,0.0,1.0,1.0
agemem,26,agent1,2,6,3,0,0,3,0.0,1.0,1.0
agemem,27,agent1,0,5,3,0,0,3,0.0,1.0,1.0
agemem,27,agent1,1,5,3,0,0,3,0.0,1.0,1.0
agemem,27,agent1,2,4,3,0,0,3,0.0,1.0,1.0
agemem,29,agent1,0,5,3,0,0,3,0.0,0.0,0.0
agemem,29,agent1,1,6,3,0,0,3,0.0,0.0,0.0
agemem,3,agent1,0,6,3,0,3,0,-3.0,1.0,-2.0
agemem,3,agent1,1,5,3,0,0,3,0.0,0.0,0.0
agemem,30,agent1,2,4,3,0,0,3,0.0,1.0,1.0
agemem,31,agent1,1,5,3,0,0,3,0.0,0.0,0.0
agemem,31,agent1,2,3,3,0,1,2,-1.0,1.0,0.0
agemem,32,agent1,0,4,3,0,3,0,-3.0,1.0,-2.0
agemem,32,agent1,1,5,3,1,0,2,1.0,0.0,1.0
agemem,33,agent1,1,5,3,1,0,2,1.0,0.0,1.0
agemem,33,agent1,2,6,3,0,0,3,0.0,0.0,0.0
agemem,34,agent1,0,5,3,0,0,3,0.0,0.0,0.0
agemem,34,agent1,1,6,3,0,0,3,0.0,0.0,0.0
agemem,34,agent1,2,5,3,1,0,2,1.0,0.0,1.0
agemem,36,agent1,0,5,3,0,0,3,0.0,1.0,1.0
agemem,36,agent1,1,5,3,0,0,3,0.0,1.0,1.0
agemem,36,agent1,2,3,3,0,0,3,0.0,1.0,1.0
agemem,37,agent1,0,6,3,0,0,3,0.0,1.0,1.0
agemem,37,agent1,1,4,3,0,1,2,-1.0,1.0,0.0
agemem,37,agent1,2,5,3,0,1,2,-1.0,1.0,0.0
agemem,41,agent1,0,6,3,0,1,2,-1.0,1.0,0.0
agemem,41,agent1,1,5,3,2,0,1,2.0,0.0,2.0
agemem,41,agent1,2,5,3,0,0,3,0.0,1.0,1.0
agemem,42,agent1,0,5,3,0,0,3,0.0,1.0,1.0
agemem,42,agent1,1,6,3,0,0,3,0.0,1.0,1.0
agemem,42,agent1,2,5,3,0,0,3,0.0,1.0,1.0
agemem,48,agent1,0,5,3,0,0,3,0.0,1.0,1.0
agemem,48,agent1,2,5,3,0,0,3,0.0,1.0,1.0
agemem,51,agent1,0,6,3,0,0,3,0.0,0.0,0.0
agemem,51,agent1,1,6,3,0,0,3,0.0,0.0,0.0
agemem,51,agent1,2,4,3,1,0,2,1.0,0.0,1.0
agemem,57,agent1,0,6,3,0,0,3,0.0,0.0,0.0
agemem,57,agent1,1,6,3,0,0,3,0.0,0.0,0.0
agemem,57,agent1,2,6,3,0,0,3,0.0,0.0,0.0
agemem,60,agent1,0,6,3,0,1,2,-1.0,1.0,0.0
agemem,60,agent1,1,6,3,0,0,3,0.0,1.0,1.0
agemem,60,agent1,2,6,3,0,1,2,-1.0,1.0,0.0
agemem,61,agent1,0,5,3,0,0,3,0.0,0.0,0.0
agemem,61,agent1,1,6,3,0,0,3,0.0,0.0,0.0
agemem,61,agent1,2,5,3,0,0,3,0.0,0.0,0.0
agemem,63,agent1,0,6,3,0,0,3,0.0,0.0,0.0
agemem,63,agent1,1,6,3,0,0,3,0.0,0.0,0.0
agemem,63,agent1,2,6,3,0,0,3,0.0,0.0,0.0
agemem,64,agent1,0,6,3,0,0,3,0.0,0.0,0.0
agemem,64,agent1,2,6,3,0,0,3,0.0,0.0,0.0
agemem,65,agent1,0,2,2,0,1,1,-1.0,1.0,0.0
agemem,65,agent1,1,1,1,0,0,1,0.0,1.0,1.0
agemem,65,agent1,2,2,2,0,0,2,0.0,1.0,1.0
agemem,68,agent1,0,5,3,0,0,3,0.0,0.0,0.0
agemem,68,agent1,1,6,3,0,0,3,0.0,0.0,0.0
agemem,68,agent1,2,6,3,0,0,3,0.0,0.0,0.0
agemem,69,agent1,0,6,3,0,1,2,-1.0,1.0,0.0
agemem,69,agent1,1,6,3,0,2,1,-2.0,1.0,-1.0
agemem,69,agent1,2,6,3,3,0,0,3.0,0.0,3.0
agemem,70,agent1,0,5,3,0,0,3,0.0,0.0,0.0
agemem,70,agent1,1,6,3,0,0,3,0.0,0.0,0.0
agemem,72,agent1,0,4,3,0,0,3,0.0,1.0,1.0
agemem,72,agent1,1,2,2,0,0,2,0.0,1.0,1.0
agemem,72,agent1,2,2,2,0,0,2,0.0,1.0,1.0
agemem,73,agent1,1,3,3,0,0,3,0.0,0.0,0.0
agemem,73,agent1,2,3,3,0,0,3,0.0,0.0,0.0
agemem,75,agent1,0,4,3,0,0,3,0.0,0.0,0.0
agemem,75,agent1,1,3,3,0,0,3,0.0,0.0,0.0
agemem,75,agent1,2,1,1,0,0,1,0.0,0.0,0.0
agemem,76,agent1,1,1,1,0,0,1,0.0,1.0,1.0
agemem,77,agent1,0,2,2,0,0,2,0.0,0.0,0.0
agemem,77,agent1,2,5,3,0,0,3,0.0,0.0,0.0
agemem,79,agent1,0,3,3,0,0,3,0.0,0.0,0.0
agemem,79,agent1,2,6,3,0,0,3,0.0,0.0,0.0
agemem,8,agent1,0,5,3,0,1,2,-1.0,1.0,0.0
agemem,80,agent1,0,4,3,0,0,3,0.0,0.0,0.0
agemem,80,agent1,1,3,3,0,0,3,0.0,0.0,0.0
agemem,80,agent1,2,4,3,0,0,3,0.0,0.0,0.0
agemem,82,agent1,0,4,3,0,0,3,0.0,0.0,0.0
agemem,82,agent1,1,5,3,0,0,3,0.0,0.0,0.0
agemem,84,agent1,0,3,3,0,0,3,0.0,0.0,0.0
agemem,84,agent1,1,3,3,0,0,3,0.0,0.0,0.0
agemem,84,agent1,2,4,3,0,0,3,0.0,0.0,0.0
agemem,85,agent1,0,6,3,0,0,3,0.0,0.0,0.0
agemem,85,agent1,1,5,3,0,0,3,0.0,0.0,0.0
agemem,87,agent1,0,4,3,0,0,3,0.0,0.0,0.0
agemem,87,agent1,2,3,3,0,0,3,0.0,0.0,0.0
agemem,88,agent1,1,4,3,0,0,3,0.0,0.0,0.0
agemem,88,agent1,2,6,3,0,0,3,0.0,0.0,0.0
agemem,89,agent1,1,6,3,0,0,3,0.0,0.0,0.0
agemem,89,agent1,2,5,3,0,0,3,0.0,0.0,0.0
agemem,9,agent1,0,4,3,3,0,0,3.0,0.0,3.0
agemem,9,agent1,1,5,3,0,0,3,0.0,1.0,1.0
agemem,9,agent1,2,5,3,0,1,2,-1.0,1.0,0.0
smtr_tci,10,agent1,0,4,3,3,0,0,3.0,0.0,3.0
smtr_tci,10,agent1,1,2,1,1,0,0,1.0,0.0,1.0
smtr_tci,10,agent1,2,2,1,1,0,0,1.0,0.0,1.0
smtr_tci,100,agent1,1,3,0,0,0,0,0.0,0.0,0.0
smtr_tci,100,agent1,2,3,0,0,0,0,0.0,0.0,0.0
smtr_tci,11,agent1,1,3,0,0,0,0,0.0,0.0,0.0
smtr_tci,11,agent1,2,5,1,1,0,0,1.0,0.0,1.0
smtr_tci,13,agent1,2,1,0,0,0,0,0.0,1.0,1.0
smtr_tci,16,agent1,0,5,0,0,0,0,0.0,1.0,1.0
smtr_tci,16,agent1,1,6,0,0,0,0,0.0,1.0,1.0
smtr_tci,17,agent1,0,4,0,0,0,0,0.0,0.0,0.0
smtr_tci,17,agent1,1,4,1,1,0,0,1.0,0.0,1.0
smtr_tci,19,agent1,0,5,0,0,0,0,0.0,1.0,1.0
smtr_tci,19,agent1,1,4,1,1,0,0,1.0,0.0,1.0
smtr_tci,19,agent1,2,2,0,0,0,0,0.0,0.0,0.0
smtr_tci,2,agent1,2,6,1,1,0,0,1.0,0.0,1.0
smtr_tci,21,agent1,0,1,0,0,0,0,0.0,0.0,0.0
smtr_tci,21,agent1,2,5,1,1,0,0,1.0,0.0,1.0
smtr_tci,22,agent1,0,4,0,0,0,0,0.0,1.0,1.0
smtr_tci,22,agent1,1,5,0,0,0,0,0.0,1.0,1.0
smtr_tci,23,agent1,0,4,1,1,0,0,1.0,0.0,1.0
smtr_tci,23,agent1,1,6,2,2,0,0,2.0,0.0,2.0
smtr_tci,23,agent1,2,5,2,2,0,0,2.0,0.0,2.0
smtr_tci,26,agent1,0,6,0,0,0,0,0.0,1.0,1.0
smtr_tci,26,agent1,1,6,0,0,0,0,0.0,1.0,1.0
smtr_tci,26,agent1,2,6,0,0,0,0,0.0,1.0,1.0
smtr_tci,27,agent1,0,5,0,0,0,0,0.0,1.0,1.0
smtr_tci,27,agent1,1,5,0,0,0,0,0.0,1.0,1.0
smtr_tci,27,agent1,2,4,0,0,0,0,0.0,1.0,1.0
smtr_tci,29,agent1,0,5,1,1,0,0,1.0,0.0,1.0
smtr_tci,29,agent1,1,6,0,0,0,0,0.0,0.0,0.0
smtr_tci,3,agent1,0,6,0,0,0,0,0.0,1.0,1.0
smtr_tci,3,agent1,1,5,1,1,0,0,1.0,0.0,1.0
smtr_tci,30,agent1,2,4,0,0,0,0,0.0,1.0,1.0
smtr_tci,31,agent1,1,5,0,0,0,0,0.0,0.0,0.0
smtr_tci,31,agent1,2,3,0,0,0,0,0.0,1.0,1.0
smtr_tci,32,agent1,0,4,0,0,0,0,0.0,1.0,1.0
smtr_tci,32,agent1,1,5,2,2,0,0,2.0,0.0,2.0
smtr_tci,33,agent1,1,5,2,2,0,0,2.0,0.0,2.0
smtr_tci,33,agent1,2,6,0,0,0,0,0.0,0.0,0.0
smtr_tci,34,agent1,0,5,0,0,0,0,0.0,0.0,0.0
smtr_tci,34,agent1,1,6,2,2,0,0,2.0,0.0,2.0
smtr_tci,34,agent1,2,5,2,2,0,0,2.0,0.0,2.0
smtr_tci,36,agent1,0,5,0,0,0,0,0.0,1.0,1.0
smtr_tci,36,agent1,1,5,0,0,0,0,0.0,1.0,1.0
smtr_tci,36,agent1,2,3,0,0,0,0,0.0,1.0,1.0
smtr_tci,37,agent1,0,6,0,0,0,0,0.0,1.0,1.0
smtr_tci,37,agent1,1,4,0,0,0,0,0.0,1.0,1.0
smtr_tci,37,agent1,2,5,0,0,0,0,0.0,1.0,1.0
smtr_tci,41,agent1,0,6,0,0,0,0,0.0,1.0,1.0
smtr_tci,41,agent1,1,5,3,3,0,0,3.0,0.0,3.0
smtr_tci,41,agent1,2,5,0,0,0,0,0.0,1.0,1.0
smtr_tci,42,agent1,0,5,0,0,0,0,0.0,1.0,1.0
smtr_tci,42,agent1,1,6,0,0,0,0,0.0,1.0,1.0
smtr_tci,42,agent1,2,5,0,0,0,0,0.0,1.0,1.0
smtr_tci,48,agent1,0,5,0,0,0,0,0.0,1.0,1.0
smtr_tci,48,agent1,2,5,0,0,0,0,0.0,1.0,1.0
smtr_tci,51,agent1,0,6,0,0,0,0,0.0,0.0,0.0
smtr_tci,51,agent1,1,6,0,0,0,0,0.0,0.0,0.0
smtr_tci,51,agent1,2,4,1,1,0,0,1.0,0.0,1.0
smtr_tci,57,agent1,0,6,0,0,0,0,0.0,0.0,0.0
smtr_tci,57,agent1,1,6,0,0,0,0,0.0,0.0,0.0
smtr_tci,57,agent1,2,6,0,0,0,0,0.0,0.0,0.0
smtr_tci,60,agent1,0,6,0,0,0,0,0.0,1.0,1.0
smtr_tci,60,agent1,1,6,0,0,0,0,0.0,1.0,1.0
smtr_tci,60,agent1,2,6,0,0,0,0,0.0,1.0,1.0
smtr_tci,61,agent1,0,5,0,0,0,0,0.0,0.0,0.0
smtr_tci,61,agent1,1,6,0,0,0,0,0.0,0.0,0.0
smtr_tci,61,agent1,2,5,0,0,0,0,0.0,0.0,0.0
smtr_tci,63,agent1,0,6,0,0,0,0,0.0,0.0,0.0
smtr_tci,63,agent1,1,6,0,0,0,0,0.0,0.0,0.0
smtr_tci,63,agent1,2,6,0,0,0,0,0.0,0.0,0.0
smtr_tci,64,agent1,0,6,0,0,0,0,0.0,0.0,0.0
smtr_tci,64,agent1,2,6,0,0,0,0,0.0,0.0,0.0
smtr_tci,65,agent1,0,2,0,0,0,0,0.0,1.0,1.0
smtr_tci,65,agent1,1,1,0,0,0,0,0.0,1.0,1.0
smtr_tci,65,agent1,2,2,0,0,0,0,0.0,1.0,1.0
smtr_tci,68,agent1,0,5,0,0,0,0,0.0,0.0,0.0
smtr_tci,68,agent1,1,6,0,0,0,0,0.0,0.0,0.0
smtr_tci,68,agent1,2,6,0,0,0,0,0.0,0.0,0.0
smtr_tci,69,agent1,0,6,0,0,0,0,0.0,1.0,1.0
smtr_tci,69,agent1,1,6,0,0,0,0,0.0,1.0,1.0
