scenario,task_id,seed,episode_id,team_success,team_reward,n_iterations,planning_scores,communication_scores,task_evaluation,code_quality,token_usage,total_milestones,raw_eval_fields,final_output_len,iter_summary_lengths,iter_task_results_counts,runtime
minecraft,9,0,e08c02f586f2d1d33933564c,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,418050,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1506, 760, 1102, 1193, 1098, 1412, 1098, 1193, 1412, 1412, 1075, 1098, 1098, 1098, 1412, 1278, 1098, 1098, 1296, 1098]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",353.81
minecraft,9,1,b8cc47018d6364bd9e96ce62,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,438260,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1946, 1077, 1098, 1098, 1098, 1098, 1098, 1309, 1098, 1205, 1098, 1098, 1215, 1037, 1098, 1313, 1098, 1176, 1170, 1058]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",409.52
minecraft,6,0,1475fc461ac43d9aedc66b93,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,427733,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1121, 1287, 1412, 1412, 1098, 1317, 1412, 1412, 1305, 1098, 1098, 1412, 1098, 1098, 1412, 1412, 1412, 1412, 1263, 1412]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",366.13
minecraft,6,1,cf598a319c8a3686406f46d0,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,460014,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[2464, 621, 1198, 992, 1107, 1137, 1347, 1306, 1058, 1058, 1306, 1096, 1058, 1357, 1058, 1058, 1058, 1306, 1366, 1058]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",365.18
minecraft,85,0,0ec05bac96af40a0f80601ce,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,515020,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1830, 1203, 949, 750, 1098, 1263, 1412, 1412, 1412, 1098, 1098, 1098, 1279, 1185, 722, 1412, 1238, 1412, 1175, 1301]","[2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",416.25
minecraft,85,1,b6cf3c324134278d697dc829,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,516214,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1324, 955, 578, 873, 1412, 1098, 1098, 1412, 1098, 1007, 1412, 1098, 1412, 1177, 1559, 1098, 1412, 1412, 1098, 1283]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",363.89
minecraft,30,0,7e00f7005deffb31b1dc2493,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,453232,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1851, 1263, 1700, 931, 1098, 1096, 1098, 1367, 1098, 1412, 1098, 1098, 1089, 1585, 1094, 1255, 1307, 1098, 1380, 1087]","[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",346.4
minecraft,30,1,4792cffc087ea8e8903320f6,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,473053,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1300, 1094, 759, 1101, 1393, 1109, 1227, 1098, 1263, 1075, 1036, 1143, 1374, 1412, 1277, 1412, 1412, 1106, 1098, 1412]","[1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",387.32
minecraft,99,0,024cddc7a81b1dc016ff4b81,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,552946,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1482, 1128, 1083, 975, 1576, 1412, 877, 1620, 1412, 1098, 1479, 1412, 1411, 1098, 1412, 1412, 1412, 1109, 1518, 1097]","[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",410.48
minecraft,99,1,851a57c11afad7af179d4409,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,531513,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1585, 1412, 1083, 1065, 988, 764, 1412, 1367, 1412, 1395, 1231, 1412, 1098, 1058, 1263, 1412, 1077, 1098, 1412, 1098]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",345.83
minecraft,38,0,9fdd0242f9f8806dcaa5feed,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,600859,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[2439, 1548, 893, 1692, 805, 1123, 1098, 953, 1027, 1412, 1263, 1281, 1098, 1098, 1412, 1098, 1301, 1415, 1094, 1269]","[2, 2, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",405.21
minecraft,38,1,4edee52bf3c7649700f63e0e,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,422964,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[889, 1421, 2083, 1412, 1412, 1232, 1412, 1412, 1281, 1048, 1407, 1412, 1098, 1412, 1468, 1412, 1098, 1412, 1412, 1412]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",387.54
minecraft,11,0,719f5a51e6387df7da267f62,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,556780,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[984, 1326, 1092, 1098, 1311, 593, 966, 660, 660, 660, 917, 917, 656, 917, 759, 656, 656, 917, 660, 917]","[2, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",367.63
minecraft,11,1,1ca75705ec221fdcd3a07573,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,499731,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[2193, 1051, 1412, 1636, 1412, 1412, 1168, 1417, 1412, 1379, 1227, 1528, 1407, 1263, 1263, 1241, 1318, 1412, 1063, 1412]","[2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",419.07
minecraft,13,0,c9da1357a0b7a787f061ceaf,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,540911,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[2654, 1472, 1313, 1314, 1098, 1227, 1412, 1227, 1412, 1075, 1412, 1098, 1098, 1476, 1412, 1412, 1076, 1098, 1172, 1412]","[2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",426.89
minecraft,13,1,e38f48a62dbb77100bdbbdb5,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,1435277,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[918, 1098, 2573, 980, 800, 857, 793, 1223, 2033, 1079, 861, 973, 1239, 913, 724, 1359, 1230, 1280, 1394, 1346]","[1, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2]",573.0
minecraft,49,0,57e583d9aca2680052367110,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,347137,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1886, 1412, 594, 1340, 1098, 1412, 1412, 1412, 1098, 1412, 1175, 1412, 1384, 1034, 1319, 1412, 1316, 1412, 1316, 1412]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",341.31
minecraft,49,1,2b59b947d6784367d79afced,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,506247,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1859, 1098, 1562, 1332, 1426, 1378, 1267, 1454, 1461, 1461, 1651, 1851, 2291, 1461, 1233, 1479, 1644, 1390, 1412, 1606]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",443.35
minecraft,36,0,582ed74ce126382e164908ea,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,518373,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1640, 1155, 1412, 1412, 1412, 1534, 2006, 1412, 1316, 1393, 1210, 1412, 1412, 1412, 1412, 1412, 1314, 1098, 1098, 1098]","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",418.14
minecraft,36,1,372e2509e5c601ea59d1c6c9,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,407130,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1787, 1270, 1412, 974, 972, 1412, 972, 1215, 1175, 1098, 1412, 1089, 1412, 1412, 1412, 1412, 1412, 1412, 1412, 1412]","[1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",320.57
minecraft,59,0,08d00fe003fba511688173e3,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,416191,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[622, 1089, 903, 1002, 1002, 738, 733, 738, 842, 728, 729, 1002, 1002, 1516, 1013, 681, 842, 1019, 733, 1002]","[1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",310.52
minecraft,59,1,a4cc51b85eeb14f59736fec1,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,566210,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1057, 983, 805, 1055, 1412, 1098, 1412, 1152, 1177, 1369, 1277, 1098, 1512, 1090, 1098, 1382, 1369, 1301, 1098, 1412]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",426.49
minecraft,82,0,aa21c143a54ef17fa38291e8,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,452447,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[2423, 575, 1109, 1412, 1279, 1316, 1304, 1410, 1456, 1316, 1412, 1187, 1098, 1312, 1412, 1098, 1316, 1412, 1369, 1074]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",346.27
minecraft,82,1,a8357b6b0f6749b80e5d4e55,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,533447,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[2464, 996, 860, 1412, 1412, 1217, 1412, 1217, 1254, 1152, 1384, 1412, 1412, 1126, 1170, 1412, 1098, 987, 1083, 1412]","[2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",412.66
minecraft,47,0,6ac580744fe89fea02817a7c,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,350469,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[2666, 1175, 1183, 1264, 1400, 1185, 1369, 1281, 1098, 1175, 1342, 1318, 1316, 1375, 1175, 1320, 1378, 1367, 1346, 1412]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",350.87
minecraft,47,1,3a6bca75de27e49153a819c9,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,402166,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[795, 1453, 622, 1099, 1345, 1314, 1098, 1042, 1304, 1080, 1098, 1248, 1422, 1206, 1412, 1098, 1003, 1345, 1193, 856]","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1]",380.76
minecraft,21,0,2ca7b67fc9cf1cdabfa8a7e5,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,374290,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[2015, 818, 1324, 1098, 1098, 1098, 1155, 1098, 854, 1200, 1208, 1178, 1098, 1098, 1462, 1172, 1459, 1412, 1175, 1316]","[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",325.62
minecraft,21,1,ec4909a10788336676938848,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,426012,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1736, 883, 1412, 1328, 1391, 1217, 1227, 1412, 1222, 1412, 1346, 1117, 1098, 1412, 1412, 1171, 1098, 1376, 1175, 1297]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",380.92
minecraft,48,0,10749f62e7a7dc3f0eff3d11,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,269874,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1227, 865, 1412, 1194, 1277, 1412, 1412, 1098, 1316, 1098, 967, 1293, 1004, 1412, 1412, 1412, 1161, 1175, 1412, 1175]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",290.39
minecraft,48,1,e8f39823ea46e59d95e01c0b,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,499496,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1867, 1756, 1066, 664, 1412, 1412, 1217, 1412, 1216, 1098, 1098, 1119, 1412, 1175, 1412, 1277, 1412, 1292, 1205, 1244]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",389.42
minecraft,46,0,0d68782474e6b0353a458796,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,637493,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1992, 1332, 645, 1253, 2126, 958, 1412, 1412, 1412, 1175, 1412, 1412, 1412, 1305, 1117, 1236, 1412, 1260, 1293, 1049]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",451.1
minecraft,46,1,3b5c30d9b65a45b6862f5a65,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,951157,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[667, 636, 609, 712, 879, 600, 607, 606, 643, 606, 635, 1042, 755, 968, 1042, 1042, 847, 973, 881, 996]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",452.23
minecraft,27,0,e7333e86b433f0691f15d8f8,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,1464130,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1623, 1125, 919, 595, 508, 557, 840, 805, 1264, 856, 1352, 549, 652, 969, 1190, 673, 508, 959, 660, 996]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",581.73
minecraft,27,1,1bf870b993b68eac70cd754f,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,472326,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1210, 961, 1076, 1277, 1217, 1175, 1287, 1292, 1032, 1486, 1329, 1412, 1137, 1105, 1064, 1098, 1096, 1085, 1412, 1355]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",394.61
minecraft,86,0,e89707aaf88eaf7b2b26bda3,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,527869,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1682, 1412, 987, 1661, 1412, 1412, 1170, 1157, 1412, 1412, 1219, 1378, 1313, 1384, 1391, 1098, 1098, 1020, 1630, 1098]","[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",437.17
minecraft,86,1,3434e44eface86b92144c066,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,511427,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1206, 1396, 1412, 1462, 1106, 1412, 1412, 1315, 1277, 1152, 1292, 1098, 1227, 1098, 1247, 1551, 1651, 1185, 1227, 1193]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",440.94
minecraft,35,0,460f9ffac01eec5ea8068371,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,389017,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1132, 1003, 1412, 1185, 1217, 1181, 1412, 1412, 1284, 1004, 1316, 1263, 1412, 1201, 1098, 1098, 1263, 1098, 1089, 1297]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",360.58
minecraft,35,1,ed9a352031b010629b365df5,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,473858,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1274, 1202, 1175, 1035, 1172, 1098, 1325, 1412, 1098, 1369, 1412, 1224, 1412, 1412, 1065, 1412, 1227, 1098, 1098, 1412]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",362.0
minecraft,90,0,ec1f1c085050e56f5d80f60e,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,495597,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[2047, 1111, 942, 1104, 1141, 1109, 1211, 1412, 1412, 1175, 1418, 1332, 1217, 1336, 1098, 1376, 1226, 1673, 1371, 1149]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",381.26
minecraft,90,1,78798997dc913fe9f5b391bd,True,1.0,20,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",None,None,1245312,0,task_evaluation;planning_scores(-1);communication_scores(-1),0,"[1599, 1046, 1146, 898, 843, 882, 963, 1071, 935, 1125, 1075, 1110, 786, 869, 929, 995, 839, 769, 1016, 959]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",534.79
research,88,0,df633fa5e37919b286662526,True,1.0,5,[],[-1],None,None,194655,0,planning_scores(-1);communication_scores(-1),0,"[2369, 2505, 2639, 2377, 2478]","[2, 2, 2, 2, 2]",284.94
research,88,1,da0d1b38a11ee0f3bbda4f19,True,1.0,5,[],"[-1, -1, -1, -1]",None,None,101198,0,planning_scores(-1);communication_scores(-1),0,"[2632, 2576, 2369, 2482, 2271]","[3, 2, 2, 2, 2]",265.39
research,83,0,e40dd839756ba516289e69eb,False,0.0,0,[],[],None,None,0,0,planning_scores(-1);communication_scores(-1),0,[],[],38.77
