scenario,method,task_id,seed,team_reward,receiver_1_reward,receiver_2_reward,receiver_3_reward,receiver_1_injected,receiver_2_injected,receiver_3_injected,receiver_1_positive,receiver_2_positive,receiver_3_positive,receiver_1_negative,receiver_2_negative,receiver_3_negative,receiver_disagreement_std
bargaining,no_memory,bargaining:27,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:27,2,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,6,6,6,1,0,1,0,0,0,0.0
bargaining,retrieval,bargaining:27,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,3,3,0,0,0,0,0,0,0.0
bargaining,smtr_uniform,bargaining:27,2,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1,1,1,1,0,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:27,2,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1,0,1,1,0,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:3,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:3,0,1.5,1.5,1.5,1.5,6,6,6,1,1,1,0,0,0,0.0
bargaining,retrieval,bargaining:3,0,1.5,1.5,1.5,1.5,3,3,3,1,1,1,0,0,0,0.0
bargaining,smtr_uniform,bargaining:3,0,1.5,1.5,1.5,1.5,1,1,1,1,1,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:3,0,1.5,1.5,1.5,1.5,1,1,1,1,1,1,0,0,0,0.0
bargaining,no_memory,bargaining:3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,6,6,6,1,1,1,1,1,1,0.0
bargaining,retrieval,bargaining:3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,3,3,0,0,0,0,0,0,0.0
bargaining,smtr_uniform,bargaining:3,1,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1,1,1,1,1,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:3,1,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1,1,1,1,1,1,0,0,0,0.0
bargaining,no_memory,bargaining:3,2,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:3,2,-1.5,-1.5,-1.5,-1.5,6,6,6,0,0,0,2,2,2,0.0
bargaining,retrieval,bargaining:3,2,-0.5,-0.5,-0.5,-0.5,3,3,3,0,0,0,1,1,1,0.0
bargaining,smtr_uniform,bargaining:3,2,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:3,2,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,no_memory,bargaining:30,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:30,0,-0.3333333333333333,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,6,6,6,1,1,2,2,2,3,0.0
bargaining,retrieval,bargaining:30,0,0.3333333333333333,-0.33333333333333337,0.6666666666666666,0.6666666666666666,3,3,3,0,1,1,1,1,1,0.0
bargaining,smtr_uniform,bargaining:30,0,2.0,1.6666666666666665,1.6666666666666665,2.6666666666666665,2,2,2,1,1,2,0,0,0,0.0
bargaining,smtr_receiver,bargaining:30,0,2.0,1.6666666666666665,1.6666666666666665,2.6666666666666665,1,1,2,1,1,2,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:30,1,0.1111111111111111,0.0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:30,1,0.4444444444444444,0.0,2.0,-0.6666666666666667,6,6,6,0,2,1,0,0,2,0.0
bargaining,retrieval,bargaining:30,1,1.111111111111111,0.0,2.0,1.3333333333333333,3,3,3,0,2,1,0,0,0,0.0
bargaining,smtr_uniform,bargaining:30,1,1.111111111111111,0.0,2.0,1.3333333333333333,2,2,2,0,2,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:30,1,1.111111111111111,0.0,2.0,1.3333333333333333,0,2,1,0,2,1,0,0,0,0.816496580927726
bargaining,no_memory,bargaining:30,2,0.38888888888888884,0.3333333333333333,0.3333333333333333,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:30,2,1.388888888888889,1.3333333333333333,2.3333333333333335,0.5,6,6,6,1,2,2,0,0,2,0.0
bargaining,retrieval,bargaining:30,2,2.055555555555556,1.3333333333333333,2.3333333333333335,2.5,3,3,3,1,2,2,0,0,0,0.0
bargaining,smtr_uniform,bargaining:30,2,2.055555555555556,1.3333333333333333,2.3333333333333335,2.5,2,2,2,1,2,2,0,0,0,0.0
bargaining,smtr_receiver,bargaining:30,2,2.055555555555556,1.3333333333333333,2.3333333333333335,2.5,1,2,2,1,2,2,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:31,0,0.5555555555555555,0.5,0.6666666666666666,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:31,0,1.5555555555555554,1.5,1.6666666666666665,1.5,6,6,6,2,2,1,1,1,0,0.0
bargaining,retrieval,bargaining:31,0,1.222222222222222,0.5,1.6666666666666665,1.5,3,3,3,1,1,1,1,0,0,0.0
bargaining,smtr_uniform,bargaining:31,0,2.222222222222222,2.5,2.6666666666666665,1.5,2,2,2,2,2,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:31,0,2.222222222222222,2.5,2.6666666666666665,1.5,2,2,1,2,2,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:31,1,0.38888888888888884,0.3333333333333333,0.5,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:31,1,3.055555555555556,3.3333333333333335,2.5,3.3333333333333335,6,6,6,3,3,3,0,1,0,0.0
bargaining,retrieval,bargaining:31,1,2.0555555555555554,1.3333333333333333,2.5,2.3333333333333335,3,3,3,1,2,2,0,0,0,0.0
bargaining,smtr_uniform,bargaining:31,1,2.7222222222222228,2.3333333333333335,3.5,2.3333333333333335,3,3,3,2,3,2,0,0,0,0.0
bargaining,smtr_receiver,bargaining:31,1,3.3888888888888893,3.3333333333333335,3.5,3.3333333333333335,3,3,3,3,3,3,0,0,0,0.0
bargaining,no_memory,bargaining:31,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:31,2,0.6666666666666665,-0.33333333333333337,1.6666666666666665,0.6666666666666666,6,6,6,0,1,1,1,0,1,0.0
bargaining,retrieval,bargaining:31,2,1.3333333333333333,0.6666666666666666,1.6666666666666665,1.6666666666666665,3,3,3,0,1,1,0,0,0,0.0
bargaining,smtr_uniform,bargaining:31,2,1.3333333333333333,0.6666666666666666,1.6666666666666665,1.6666666666666665,1,1,1,0,1,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:31,2,1.3333333333333333,0.6666666666666666,1.6666666666666665,1.6666666666666665,0,1,1,0,1,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:32,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:32,0,-1.4802973661668753e-16,-0.33333333333333337,1.6666666666666665,-1.3333333333333335,6,6,6,1,1,0,2,0,2,0.0
bargaining,retrieval,bargaining:32,0,0.6666666666666665,0.6666666666666666,1.6666666666666665,-0.33333333333333337,3,3,3,1,1,0,1,0,1,0.0
bargaining,smtr_uniform,bargaining:32,0,1.3333333333333333,1.6666666666666665,1.6666666666666665,0.6666666666666666,1,1,1,1,1,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:32,0,1.3333333333333333,1.6666666666666665,1.6666666666666665,0.6666666666666666,1,1,0,1,1,0,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:32,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:32,1,-0.8333333333333334,-0.5,-0.5,-1.5,6,6,6,1,1,0,2,2,2,0.0
bargaining,retrieval,bargaining:32,1,0.16666666666666666,0.5,0.5,-0.5,3,3,3,1,1,0,1,1,1,0.0
bargaining,smtr_uniform,bargaining:32,1,1.1666666666666667,1.5,1.5,0.5,1,1,1,1,1,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:32,1,1.1666666666666667,1.5,1.5,0.5,1,1,0,1,1,0,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:32,2,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:32,2,-0.5,-0.5,-0.5,-0.5,6,6,6,1,0,1,2,1,2,0.0
bargaining,retrieval,bargaining:32,2,1.1666666666666667,1.5,0.5,1.5,3,3,3,1,0,1,0,0,0,0.0
bargaining,smtr_uniform,bargaining:32,2,1.1666666666666667,1.5,0.5,1.5,1,1,1,1,0,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:32,2,1.1666666666666667,1.5,0.5,1.5,1,0,1,1,0,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:33,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:33,0,0.6666666666666665,-0.33333333333333337,2.6666666666666665,-0.33333333333333337,6,6,6,1,2,1,2,0,2,0.0
bargaining,retrieval,bargaining:33,0,-0.3333333333333335,-1.3333333333333335,1.6666666666666665,-1.3333333333333335,3,3,3,0,1,0,2,0,2,0.0
bargaining,smtr_uniform,bargaining:33,0,2.0,1.6666666666666665,2.6666666666666665,1.6666666666666665,2,2,2,1,2,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:33,0,2.0,1.6666666666666665,2.6666666666666665,1.6666666666666665,1,2,1,1,2,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:33,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:33,1,-3.700743415417188e-17,-0.33333333333333337,0.6666666666666666,-0.33333333333333337,6,6,6,0,1,0,1,1,1,0.0
bargaining,retrieval,bargaining:33,1,0.9999999999999999,0.6666666666666666,1.6666666666666665,0.6666666666666666,3,3,3,0,1,0,0,0,0,0.0
bargaining,smtr_uniform,bargaining:33,1,0.9999999999999999,0.6666666666666666,1.6666666666666665,0.6666666666666666,1,1,1,0,1,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:33,1,0.9999999999999999,0.6666666666666666,1.6666666666666665,0.6666666666666666,0,1,0,0,1,0,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:33,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:33,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,6,6,6,1,1,1,1,1,1,0.0
bargaining,retrieval,bargaining:33,2,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3,3,3,1,1,1,0,0,0,0.0
bargaining,smtr_uniform,bargaining:33,2,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,2,2,2,1,1,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:33,2,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1,1,1,1,1,1,0,0,0,0.0
bargaining,no_memory,bargaining:34,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:34,0,-1.0000000000000002,-1.3333333333333335,-0.33333333333333337,-1.3333333333333335,6,6,6,0,1,0,2,2,2,0.0
bargaining,retrieval,bargaining:34,0,-3.700743415417188e-17,-0.33333333333333337,0.6666666666666666,-0.33333333333333337,3,3,3,0,1,0,1,1,1,0.0
bargaining,smtr_uniform,bargaining:34,0,0.9999999999999999,0.6666666666666666,1.6666666666666665,0.6666666666666666,1,1,1,0,1,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:34,0,0.9999999999999999,0.6666666666666666,1.6666666666666665,0.6666666666666666,0,1,0,0,1,0,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:34,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:34,1,1.5,1.5,1.5,1.5,6,6,6,2,1,2,1,0,1,0.0
bargaining,retrieval,bargaining:34,1,0.8333333333333334,0.5,1.5,0.5,3,3,3,1,1,1,1,0,1,0.0
bargaining,smtr_uniform,bargaining:34,1,2.1666666666666665,2.5,1.5,2.5,2,2,2,2,1,2,0,0,0,0.0
bargaining,smtr_receiver,bargaining:34,1,2.1666666666666665,2.5,1.5,2.5,2,1,2,2,1,2,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:34,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:34,2,0.33333333333333326,0.3333333333333333,1.3333333333333333,-0.6666666666666667,6,6,6,1,1,0,1,0,1,0.0
bargaining,retrieval,bargaining:34,2,-0.3333333333333334,-0.6666666666666667,0.3333333333333333,-0.6666666666666667,3,3,3,0,0,0,1,0,1,0.0
bargaining,smtr_uniform,bargaining:34,2,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1,1,1,1,1,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:34,2,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1,1,0,1,1,0,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:36,0,0.7222222222222222,0.6666666666666666,0.6666666666666666,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:36,0,1.0555555555555556,0.6666666666666666,1.6666666666666665,0.8333333333333334,6,6,6,0,1,1,0,0,1,0.0
bargaining,retrieval,bargaining:36,0,1.3888888888888886,0.6666666666666666,1.6666666666666665,1.8333333333333335,3,3,3,0,1,1,0,0,0,0.0
bargaining,smtr_uniform,bargaining:36,0,1.3888888888888886,0.6666666666666666,1.6666666666666665,1.8333333333333335,1,1,1,0,1,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:36,0,1.3888888888888886,0.6666666666666666,1.6666666666666665,1.8333333333333335,0,1,1,0,1,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:36,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:36,1,1.1666666666666667,0.5,2.5,0.5,6,6,6,1,2,1,1,0,1,0.0
bargaining,retrieval,bargaining:36,1,-0.16666666666666666,-0.5,0.5,-0.5,3,3,3,0,0,0,1,0,1,0.0
bargaining,smtr_uniform,bargaining:36,1,1.8333333333333333,1.5,2.5,1.5,2,2,2,1,2,1,0,0,0,0.0
bargaining,smtr_receiver,bargaining:36,1,1.8333333333333333,1.5,2.5,1.5,1,2,1,1,2,1,0,0,0,0.4714045207910317
bargaining,no_memory,bargaining:36,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0
bargaining,full_memory,bargaining:36,2,0.0,0.0,1.0,-1.0,6,6,6,0,0,0,1,0,2,0.0
bargaining,retrieval,bargaining:36,2,0.3333333333333333,0.0,1.0,0.0,3,3,3,0,0,0,1,0,1,0.0
bargaining,smtr_uniform,bargaining:36,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0
bargaining,smtr_receiver,bargaining:36,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0
